"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"80","Femmine","5","10","7","6","6","2","12","4","5","6","5","11","6","8","6","8","10","11"
"80","Totale","6","14","14","9","12","5","17","8","7","8","8","14","16","12","11","12","15","14"
"81","Maschi","3","1","3","7","2","6","3","5","4","2","2","3","3","9","3","5","4","4"
"81","Femmine","5","4","10","7","6","6","2","12","3","5","6","4","12","6","8","6","7","10"
"81","Totale","8","5","13","14","8","12","5","17","7","7","8","7","15","15","11","11","11","14"
"82","Maschi","3","1","2","3","7","2","6","3","5","2","2","1","3","3","9","3","5","4"
"82","Femmine","4","5","4","10","7","6","6","2","11","3","4","5","4","12","6","7","6","7"
"82","Totale","7","6","6","13","14","8","12","5","16","5","6","6","7","15","15","10","11","11"
"83","Maschi","0","3","1","2","3","6","2","4","2","5","1","3","1","2","3","9","2","7"
"83","Femmine","3","5","4","2","9","5","6","6","2","9","3","4","4","5","12","6","6","6"
"83","Totale","3","8","5","4","12","11","8","10","4","14","4","7","5","7","15","15","8","13"
"84","Maschi","2","0","2","2","2","1","5","2","4","2","4","1","3","1","2","3","9","2"
"84","Femmine","2","3","5","4","2","10","5","4","5","4","7","3","4","3","5","12","4","7"
"84","Totale","4","3","7","6","4","11","10","6","9","6","11","4","7","4","7","15","13","9"
"85","Maschi","2","2","0","2","1","2","1","5","2","4","1","3","1","3","1","2","1","9"
"85","Femmine","6","2","3","4","2","2","8","4","4","5","4","7","3","4","3","4","9","5"
"85","Totale","8","4","3","6","3","4","9","9","6","9","5","10","4","7","4","6","10","14"
"86","Maschi","1","1","2","0","2","0","2","2","5","1","4","1","3","2","3","1","2","0"
"86","Femmine","9","6","2","2","3","2","2","6","5","2","5","4","7","3","4","3","4","9"
"86","Totale","10","7","4","2","5","2","4","8","10","3","9","5","10","5","7","4","6","9"
"87","Maschi","3","1","1","2","0","2","0","1","2","5","1","3","1","3","2","3","1","2"
"87","Femmine","6","9","5","1","0","5","1","1","5","4","2","5","3","6","2","2","3","4"
"87","Totale","9","10","6","3","0","7","1","2","7","9","3","8","4","9","4","5","4","6"
"88","Maschi","0","3","1","1","0","0","2","0","1","1","5","1","3","1","2","2","3","0"
"88","Femmine","9","6","8","5","1","0","4","1","1","5","4","2","3","4","5","2","2","4"
"88","Totale","9","9","9","6","1","0","6","1","2","6","9","3","6","5","7","4","5","4"
"89","Maschi","1","0","3","1","1","0","0","1","1","0","1","5","1","3","1","2","1","3"
"89","Femmine","3","8","5","5","5","1","0","2","1","1","4","3","2","2","4","5","2","2"
"89","Totale","4","8","8","6","6","1","0","3","2","1","5","8","3","5","5","7","3","5"
"90","Maschi","1","1","0","2","0","1","0","0","1","1","1","1","4","1","3","0","2","1"
"90","Femmine","4","3","6","3","3","4","1","0","2","2","1","4","2","2","2","4","4","2"
"90","Totale","5","4","6","5","3","5","1","0","3","3","2","5","6","3","5","4","6","3"
"91","Maschi","2","1","1","0","0","0","0","0","0","1","1","1","1","4","1","3","0","2"
"91","Femmine","2","5","1","5","2","3","3","1","0","1","2","1","4","2","2","1","3","4"
"91","Totale","4","6","2","5","2","3","3","1","0","2","3","2","5","6","3","4","3","6"
"92","Maschi","0","2","1","1","0","0","0","0","0","0","1","1","2","0","4","1","1","0"
"92","Femmine","4","2","5","1","4","2","2","2","0","0","1","2","0","4","2","2","1","2"
"92","Totale","4","4","6","2","4","2","2","2","0","0","2","3","2","4","6","3","2","2"
"93","Maschi","0","0","2","1","1","0","0","0","0","0","0","1","1","2","0","4","0","1"
"93","Femmine","1","1","2","4","1","2","1","2","2","0","0","1","2","0","4","2","2","1"
"93","Totale","1","1","4","5","2","2","1","2","2","0","0","2","3","2","4","6","2","2"
"94","Maschi","0","0","0","1","1","0","0","0","0","0","0","0","1","0","2","0","3","0"
"94","Femmine","1","1","1","2","4","1","1","1","2","2","0","0","1","2","0","4","2","2"
"94","Totale","1","1","1","3","5","1","1","1","2","2","0","0","2","2","2","4","5","2"
"95","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3"
"95","Femmine","1","1","1","1","0","3","0","1","1","2","2","0","0","1","2","0","3","2"
"95","Totale","1","1","1","1","0","3","0","1","1","2","2","0","0","1","2","2","3","5"
"96","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"96","Femmine","1","1","1","0","1","0","2","0","1","1","2","2","0","0","0","2","0","2"
"96","Totale","1","1","1","0","1","0","2","0","1","1","2","2","0","0","0","2","1","2"
"97","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"97","Femmine","0","1","0","1","0","1","0","2","0","1","1","2","1","0","0","0","1","0"
"97","Totale","0","1","0","1","0","1","0","2","0","1","1","2","1","0","0","0","1","1"
"98","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Femmine","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0"
"98","Totale","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0"
"99","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Femmine","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0"
"99","Totale","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0"
"100 e oltre","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Femmine","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0"
"100 e oltre","Totale","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0"
"Totale","Maschi","553","550","549","567","568","560","560","558","555","545","535","549","559","558","547","545","531","536"
"Totale","Femmine","609","608","603","613","607","600","591","589","581","580","566","565","559","553","533","532","519","525"
"Totale","Totale","1162","1158","1152","1180","1175","1160","1151","1147","1136","1125","1101","1114","1118","1111","1080","1077","1050","1061"
