"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"50","Maschi","1","6","5","1","1","3","0","5","4","5","3","3","1","9","6","10","3","7"
"50","Femmine","5","4","1","2","1","2","1","2","4","3","2","6","2","7","5","7","2","4"
"50","Totale","6","10","6","3","2","5","1","7","8","8","5","9","3","16","11","17","5","11"
"51","Maschi","4","1","6","5","1","0","3","0","5","4","5","3","3","1","9","6","10","3"
"51","Femmine","5","6","3","1","2","1","2","0","3","3","3","2","5","2","7","5","7","2"
"51","Totale","9","7","9","6","3","1","5","0","8","7","8","5","8","3","16","11","17","5"
"52","Maschi","0","4","1","6","5","1","0","3","0","5","4","5","3","3","1","7","6","10"
"52","Femmine","1","5","6","3","1","2","1","3","0","3","2","3","2","5","2","7","5","8"
"52","Totale","1","9","7","9","6","3","1","6","0","8","6","8","5","8","3","14","11","18"
"53","Maschi","5","0","5","1","6","5","1","0","3","0","5","4","5","3","3","1","5","7"
"53","Femmine","2","1","5","6","3","1","2","0","3","0","3","2","3","2","5","2","7","7"
"53","Totale","7","1","10","7","9","6","3","0","6","0","8","6","8","5","8","3","12","14"
"54","Maschi","2","5","0","3","1","6","4","1","0","1","0","5","4","5","3","4","1","5"
"54","Femmine","8","2","1","5","6","2","1","2","0","3","0","2","2","3","2","5","2","8"
"54","Totale","10","7","1","8","7","8","5","3","0","4","0","7","6","8","5","9","3","13"
"55","Maschi","2","2","5","0","3","1","6","4","1","1","1","0","5","3","5","4","4","2"
"55","Femmine","3","8","2","1","5","6","2","1","2","0","3","0","2","2","3","3","5","2"
"55","Totale","5","10","7","1","8","7","8","5","3","1","4","0","7","5","8","7","9","4"
"56","Maschi","0","2","2","5","0","3","1","6","4","1","1","1","1","4","3","5","4","4"
"56","Femmine","5","3","9","2","1","5","6","2","1","2","0","3","0","2","2","3","3","5"
"56","Totale","5","5","11","7","1","8","7","8","5","3","1","4","1","6","5","8","7","9"
"57","Maschi","7","0","2","2","5","0","2","1","5","4","1","1","2","1","4","3","5","5"
"57","Femmine","3","5","3","9","2","1","5","6","2","1","2","0","3","0","2","3","5","3"
"57","Totale","10","5","5","11","7","1","7","7","7","5","3","1","5","1","6","6","10","8"
"58","Maschi","3","6","1","2","2","5","0","2","1","5","4","1","1","2","1","4","3","5"
"58","Femmine","2","3","5","3","9","2","1","5","6","2","2","2","0","2","0","2","3","4"
"58","Totale","5","9","6","5","11","7","1","7","7","7","6","3","1","4","1","6","6","9"
"59","Maschi","2","3","6","1","2","2","5","0","2","1","5","4","1","1","2","1","4","3"
"59","Femmine","2","2","3","5","4","9","2","1","5","6","2","2","2","0","2","0","2","4"
"59","Totale","4","5","9","6","6","11","7","1","7","7","7","6","3","1","4","1","6","7"
"60","Maschi","5","2","3","6","1","0","2","5","0","2","1","4","4","1","1","2","0","4"
"60","Femmine","4","2","2","3","5","4","9","2","2","5","7","2","2","2","0","2","0","2"
"60","Totale","9","4","5","9","6","4","11","7","2","7","8","6","6","3","1","4","0","6"
"61","Maschi","2","5","2","3","6","1","0","2","5","0","2","1","4","4","1","2","2","0"
"61","Femmine","2","4","2","2","3","5","6","9","2","2","5","7","2","2","2","0","2","0"
"61","Totale","4","9","4","5","9","6","6","11","7","2","7","8","6","6","3","2","4","0"
"62","Maschi","10","2","5","2","3","6","1","0","2","5","0","2","1","5","4","1","2","2"
"62","Femmine","6","3","4","2","2","3","5","6","10","2","1","5","7","2","2","2","0","1"
"62","Totale","16","5","9","4","5","9","6","6","12","7","1","7","8","7","6","3","2","3"
"63","Maschi","3","8","2","5","2","3","6","1","0","2","5","0","2","1","5","4","1","2"
"63","Femmine","1","7","3","4","2","2","3","5","6","10","2","1","5","6","2","3","3","0"
"63","Totale","4","15","5","9","4","5","9","6","6","12","7","1","7","7","7","7","4","2"
"64","Maschi","1","5","10","2","5","2","4","5","1","0","2","5","0","2","1","5","5","1"
"64","Femmine","3","3","7","3","4","3","2","3","5","6","9","2","1","5","4","2","3","3"
"64","Totale","4","8","17","5","9","5","6","8","6","6","11","7","1","7","5","7","8","4"
"65","Maschi","9","0","5","10","2","5","2","4","5","1","0","2","5","0","3","1","4","5"
