"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"71","Maschi","19","18","17","16","19","28","15","28","33","37","39","22","24","19","30","33","31","50"
"71","Femmine","16","23","28","23","31","33","26","25","29","37","32","34","30","25","38","34","48","31"
"71","Totale","35","41","45","39","50","61","41","53","62","74","71","56","54","44","68","67","79","81"
"72","Maschi","14","19","16","16","16","17","28","15","28","32","35","38","22","24","19","30","31","28"
"72","Femmine","21","16","23","28","23","31","34","24","27","29","37","32","32","30","25","38","34","49"
"72","Totale","35","35","39","44","39","48","62","39","55","61","72","70","54","54","44","68","65","77"
"73","Maschi","13","13","16","18","16","13","17","28","16","28","31","33","38","21","23","19","30","31"
"73","Femmine","30","21","15","23","26","23","30","33","24","27","27","37","32","33","31","25","39","34"
"73","Totale","43","34","31","41","42","36","47","61","40","55","58","70","70","54","54","44","69","65"
"74","Maschi","12","12","12","16","17","15","12","17","24","16","28","31","31","36","20","23","19","30"
"74","Femmine","22","30","22","15","23","26","23","29","32","22","27","27","36","32","33","31","24","38"
"74","Totale","34","42","34","31","40","41","35","46","56","38","55","58","67","68","53","54","43","68"
"75","Maschi","10","10","11","10","15","15","14","13","16","21","15","26","30","32","35","18","24","19"
"75","Femmine","16","22","29","20","15","22","25","25","28","32","21","27","26","35","32","33","29","23"
"75","Totale","26","32","40","30","30","37","39","38","44","53","36","53","56","67","67","51","53","42"
"76","Maschi","4","8","9","10","10","15","13","14","14","15","18","13","24","30","30","35","19","21"
"76","Femmine","26","16","21","29","18","15","22","27","25","27","32","21","27","23","34","31","33","28"
"76","Totale","30","24","30","39","28","30","35","41","39","42","50","34","51","53","64","66","52","49"
"77","Maschi","16","3","6","7","11","10","16","12","11","15","15","15","11","25","30","29","35","18"
"77","Femmine","16","26","16","20","28","19","15","23","27","24","26","32","21","27","23","34","29","32"
"77","Totale","32","29","22","27","39","29","31","35","38","39","41","47","32","52","53","63","64","50"
"78","Maschi","16","16","3","5","8","11","10","16","12","9","14","14","14","11","23","28","24","31"
"78","Femmine","18","16","24","16","19","28","18","15","22","25","23","26","31","20","26","22","35","28"
"78","Totale","34","32","27","21","27","39","28","31","34","34","37","40","45","31","49","50","59","59"
"79","Maschi","7","15","16","3","4","7","8","10","16","12","9","12","13","13","10","22","25","23"
"79","Femmine","15","17","16","23","15","17","26","19","13","21","25","23","23","30","20","28","21","35"
"79","Totale","22","32","32","26","19","24","34","29","29","33","34","35","36","43","30","50","46","58"
"80","Maschi","5","6","13","14","3","5","5","9","10","16","11","8","12","13","13","10","19","24"
"80","Femmine","14","16","16","15","25","14","17","26","17","13","21","25","22","23","30","20","28","21"
"80","Totale","19","22","29","29","28","19","22","35","27","29","32","33","34","36","43","30","47","45"
"81","Maschi","3","5","5","13","12","3","4","6","8","9","13","11","7","12","12","13","10","18"
"81","Femmine","14","13","15","16","13","24","14","17","24","17","13","20","24","21","21","29","20","26"
"81","Totale","17","18","20","29","25","27","18","23","32","26","26","31","31","33","33","42","30","44"
"82","Maschi","5","2","3","5","14","12","2","4","5","7","9","12","11","7","12","12","12","9"
"82","Femmine","12","14","12","15","16","13","24","13","18","23","15","13","20","22","20","21","26","20"
"82","Totale","17","16","15","20","30","25","26","17","23","30","24","25","31","29","32","33","38","29"
"83","Maschi","2","5","2","3","7","13","10","2","3","5","7","9","12","11","7","10","11","11"
"83","Femmine","9","12","11","10","16","15","13","23","15","17","22","13","13","18","19","17","19","24"
"83","Totale","11","17","13","13","23","28","23","25","18","22","29","22","25","29","26","27","30","35"
"84","Maschi","5","2","4","2","3","7","13","9","2","4","4","7","9","11","9","7","9","9"
"84","Femmine","6","8","10","9","8","14","15","13","20","11","16","22","11","12","18","19","15","18"
"84","Totale","11","10","14","11","11","21","28","22","22","15","20","29","20","23","27","26","24","27"
"85","Maschi","4","3","2","4","2","2","7","9","9","2","4","4","7","8","10","9","7","7"
"85","Femmine","5","6","5","7","9","8","15","15","10","16","10","16","18","11","13","18","17","15"
"85","Totale","9","9","7","11","11","10","22","24","19","18","14","20","25","19","23","27","24","22"
"86","Maschi","4","4","3","2","4","1","1","5","7","9","2","4","5","7","5","9","7","7"
"86","Femmine","11","5","3","5","7","9","4","15","15","9","15","9","14","17","9","10","17","14"
"86","Totale","15","9","6","7","11","10","5","20","22","18","17","13","19","24","14","19","24","21"
