"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"46","Maschi","1","6","15","10","3","14","18","9","4","12","16","14","10","10","13","5","3","2"
"46","Femmine","3","5","4","7","6","12","9","7","12","7","11","13","5","11","11","4","2","3"
"46","Totale","4","11","19","17","9","26","27","16","16","19","27","27","15","21","24","9","5","5"
"47","Maschi","2","1","6","15","9","4","14","18","9","5","12","17","13","10","11","10","5","4"
"47","Femmine","4","3","6","5","7","6","11","8","7","11","7","11","13","5","11","11","4","2"
"47","Totale","6","4","12","20","16","10","25","26","16","16","19","28","26","15","22","21","9","6"
"48","Maschi","5","2","2","6","15","9","2","12","18","9","6","13","17","13","8","11","10","5"
"48","Femmine","8","5","3","5","6","7","7","11","8","7","11","7","11","13","4","9","10","5"
"48","Totale","13","7","5","11","21","16","9","23","26","16","17","20","28","26","12","20","20","10"
"49","Maschi","4","5","3","3","6","15","7","3","14","18","9","5","12","16","12","9","10","10"
"49","Femmine","5","8","6","3","5","5","7","7","12","8","7","13","6","10","14","4","9","11"
"49","Totale","9","13","9","6","11","20","14","10","26","26","16","18","18","26","26","13","19","21"
"50","Maschi","6","4","5","3","3","6","16","6","3","14","18","9","4","11","19","14","8","10"
"50","Femmine","8","5","7","6","3","4","6","7","7","12","8","7","12","6","10","15","4","10"
"50","Totale","14","9","12","9","6","10","22","13","10","26","26","16","16","17","29","29","12","20"
"51","Maschi","6","6","4","5","4","3","7","15","7","3","13","17","9","4","11","19","14","8"
"51","Femmine","4","9","5","7","5","4","3","6","7","8","12","8","7","12","6","10","15","4"
"51","Totale","10","15","9","12","9","7","10","21","14","11","25","25","16","16","17","29","29","12"
"52","Maschi","4","4","6","4","6","4","3","7","15","5","4","13","16","9","5","11","17","14"
"52","Femmine","7","4","8","5","7","5","4","3","6","7","8","12","8","7","11","5","10","14"
"52","Totale","11","8","14","9","13","9","7","10","21","12","12","25","24","16","16","16","27","28"
