"Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","Station"
2020,10,6.50645161290323,11.8387096774194,8.41935483870968,7.99354838709677,8.63290322580645,1.90322580645161,9991
2021,5,8.34838709677419,7.08064516129032,9.61290322580645,9.19677419354839,19.4361290322581,2.16129032258065,9991
2021,6,15.6466666666667,6.63,9.33333333333333,8.51333333333333,23.0276666666667,2.16666666666667,9991
2021,7,16.1741935483871,11.2258064516129,10.9354838709677,8.6741935483871,20.6474193548387,2.06451612903226,9991
2021,8,15.3096774193548,10.341935483871,8.83870967741935,7.7741935483871,18.961935483871,1.96774193548387,9991
2021,9,12.8533333333333,6.75333333333333,9.93333333333333,6.42666666666667,12.9463333333333,1.86666666666667,9991
2021,10,6.78064516129032,3.69677419354839,5.06451612903226,6.81612903225806,9.88,1.80645161290323,9991
2022,5,12.5096774193548,7.28709677419355,11.0967741935484,8.11935483870968,20.1877419354839,1.93548387096774,9991
2022,6,16.8666666666667,6.05333333333333,6.6,9.74,23.9483333333333,2.26666666666667,9991
2022,7,19.2548387096774,3.41290322580645,5.12903225806452,9.66774193548387,24.0316129032258,2.19354838709677,9991
2022,8,17.258064516129,4.40645161290323,6.58064516129032,8.6,20.3296774193548,2.06451612903226,9991
2022,9,11.49,4.28666666666667,7.43333333333333,8.22666666666667,14.777,2.1,9991
2022,10,11.1387096774194,4.07741935483871,5.2258064516129,6.39677419354839,10.1864516129032,1.64516129032258,9991
2010,5,15.2290322580645,8.52903225806452,7.41935483870968,11.3193548387097,19.4174193548387,2.38709677419355,17288
2010,6,20.3,3.63,4.5,10.72,21.9833333333333,2.36666666666667,17288
2010,7,24.7903225806452,1.36774193548387,1.74193548387097,11.7870967741935,24.1087096774194,2.61290322580645,17288
2010,8,20.7774193548387,7.21612903225806,4.83870967741935,10.9129032258065,17.9835483870968,2.45161290322581,17288
2010,9,16.65,6.34666666666667,4.83333333333333,9.44,14.095,2.26666666666667,17288
2010,10,11.2548387096774,5.01290322580645,4.38709677419355,10.2258064516129,8.13709677419355,2.25806451612903,17288
2011,5,18.6483870967742,1.74193548387097,1.96774193548387,12.1451612903226,23.39,2.48387096774194,17288
